id,full_name,new_eth,eth,FN_eth,Transaction_Count,Tendency,Weighted_Tendency,Archive,Transaction_Size
1170,Ninurta-ab-uṣur / Enlil-šum-iddin,Babylonian,b,b,115,Positive,0.1,Murašȗ,>100
1171,Enlil-uballiṭ / aḫu-šunu,Babylonian,b,b,9,Positive,0.11,Murašȗ,<30
1172,Nādin / Iqīša,Babylonian,b,b,49,Positive,0.14,Murašȗ,<100
1173,Bēl-upeḫḫir / Arad-Gula(//Amēl-Ea),Babylonian,b,b,7,Positive,0.14,Yahudu,<30
1174,Enlil-uballiṭ / Nabu-aḫḫe-iddin,Babylonian,b,b,7,Positive,0.14,Murašȗ,<30
1175,Šum-iddin / Bēlšunu,Babylonian,b,b,7,Positive,0.14,Murašȗ,<30
1176,šumu-iddin / ina-ṣill-Ninurta,Babylonian,b,b,4,Positive,0.14,Murašȗ,<6
1177,labaši / nadin,Babylonian,b,b,24,Positive,0.17,Murašȗ,<30
1178,Nabû-ittannu / Nabû-ēṭir-napšāti/Dēkû,Babylonian,b,b,24,Positive,0.17,Yahudu,<30
1179,Nusku-iddin / arad-Gula,Babylonian,b,b,24,Positive,0.17,Murašȗ,<30
1180,Enlil-šum-lilbir / nadin,Babylonian,b,b,32,Positive,0.19,Murašȗ,<100
1181,Šamaš-aḫ-iddin / Ninurta-ētir,Babylonian,b,b,15,Positive,0.2,Murašȗ,<30
1182,bel-ibni / bel-asua,Babylonian,b,b,5,Positive,0.2,Murašȗ,<6
1183,ḫatin / iba,Babylonian,b,x,5,Positive,0.2,Murašȗ,<6
1184,Iqīša / Šum-iddin,Babylonian,b,b,10,Positive,0.2,Murašȗ,<30
1185,Zababa-erība / Zabdia,Babylonian,b,n,5,Positive,0.2,Yahudu,<6
1186,tattannu / apla,Babylonian,b,b,13,Positive,0.23,Murašȗ,<30
1187,ubar / bunene-ibni,Babylonian,b,b,24,Positive,0.25,Murašȗ,<30
1188,apla / Ninurta-iddin,Babylonian,b,b,38,Positive,0.26,Murašȗ,<100
1189,silim-il / labaši,Babylonian,b,b,19,Positive,0.26,Murašȗ,<30
1190,Enlil-šumu-iddin / tattannu,Babylonian,b,b,50,Positive,0.28,Murašȗ,<100
1191,Enlil-šum-iddin / Ninurta-erība,Babylonian,b,b,14,Positive,0.29,Murašȗ,<30
1192,Ninurta-uballiṭ / bel-iddin,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1193,nidintu-Enlil / Ninurta-iddin,Babylonian,b,b,6,Positive,0.33,Murašȗ,<30
1194,zittu-Nabu / artareme,Babylonian,b,n,3,Positive,0.33,Murašȗ,<6
1195,Aplā / Bābu-iqīša,Babylonian,b,b,6,Positive,0.33,Murašȗ,<30
1196,Bēl-aḫḫē-erība / Nūr-Šamaš,Babylonian,b,b,3,Positive,0.33,Yahudu,<6
1197,Bēl-īpuš / Dannia,Babylonian,b,b,3,Positive,0.33,Yahudu,<6
1198,Bēl-lēºi / Mīnu-ana-Bēl-dannu//Ša-nāšišu,Babylonian,b,b,3,Positive,0.33,Yahudu,<6
1199,bel-šimanni / nidintu,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1200,bel-šunu / labaši,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1201,bel-tabtannu-bulliṭsu / bel-iddin,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1202,Bēl-zēr-ibni / Bēl-aḫḫē-erība,Babylonian,b,b,3,Positive,0.33,Yahudu,<6
1203,Enlil-ittannu / libluṭ,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1204,Esaggil-rašu / kina,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1205,iddin-Nabu / Ninurta-eṭir,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1206,kidin / arad-Gula,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1207,Mudammiq-Nabû / Nabû-aplu-iddin,Babylonian,b,b,3,Positive,0.33,Yahudu,<6
1208,muranu / iddin-bel,Babylonian,b,b,6,Positive,0.33,Murašȗ,<30
1209,mušezib / Enlil-šumu-iddin,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1210,mušezib / ribat,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1211,nidintu-Enlil / Šamaš-ušalla,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1212,Ninurta-aḫu-iddin / arad-Gula,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1213,Ninurta-eṭir / Ninurta-iddin,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1214,Ninurta-naṣir / bania,Babylonian,b,x,3,Positive,0.33,Murašȗ,<6
1215,remut-Ninurta / Enlil-ḫatin,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1216,Sîn-rēºûšunu / Nabû-aḫḫē-bulliṭ,Babylonian,b,b,3,Positive,0.33,Yahudu,<6
1217,Šum-iddin / Lābāši,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1218,tattannu / Enlil-na'id,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1219,zuza / bel-eṭir,Babylonian,b,b,3,Positive,0.33,Murašȗ,<6
1220,d50-MU-x / Kidin,Babylonian,b,b,16,Positive,0.38,Murašȗ,<30
1221,Enlil-ibni / iba,Babylonian,b,x,7,Positive,0.43,Murašȗ,<30
1222,Ninurta-gamil / dummuq,Babylonian,b,b,7,Positive,0.43,Murašȗ,<30
1223,Rīmūt / Abī-ul-īde,Babylonian,b,b,7,Positive,0.43,Yahudu,<30
1224,Aḫ-iddin / Lābāši,Babylonian,b,b,7,Positive,0.43,Murašȗ,<30
1225,Iddin-Bēl / Kalbâ//Dābibī,Babylonian,b,x,7,Positive,0.43,Yahudu,<30
1226,Šamaš-nādin-zēri / Bunene-ibni,Babylonian,b,b,11,Positive,0.45,Murašȗ,<30
1227,aḫu-šunu / biban,Babylonian,b,x,4,Positive,0.5,Murašȗ,<6
1228,arad-Enlil / iddin-Enlil,Babylonian,b,b,4,Positive,0.5,Murašȗ,<6
1229,ardia / kiribti,Babylonian,b,b,4,Positive,0.5,Murašȗ,<6
1230,Balāṭu / Enlil-iqīša,Babylonian,b,b,4,Positive,0.5,Murašȗ,<6
1231,Bēl-apal-usur / Bēl-bullissuNegative,Babylonian,b,b,4,Positive,0.5,Murašȗ,<6
1232,Isinnāia / Lūṣi-ana-nūri,Babylonian,b,b,4,Positive,0.5,Yahudu,<6
1233,Itti-Marduk-balāṭu / Marduk-šum-uṣur//Šarru-A.RA.ZU-ú,Babylonian,b,b,4,Positive,0.5,Yahudu,<6
1234,Nabu-mitu-uballiṭ / balaṭu,Babylonian,b,b,4,Positive,0.5,Murašȗ,<6
1235,Ninurta-aḫu-iddin / makkur-Enlil,Babylonian,b,b,4,Positive,0.5,Murašȗ,<6
1236,ubar / Enlil-mukin-aplu,Babylonian,b,b,4,Positive,0.5,Murašȗ,<6
1237,bel-šunu / Ninurta-naṣir,Babylonian,b,b,29,Positive,0.52,Murašȗ,<30
1238,šula / Ninurta-naṣir,Babylonian,b,b,9,Positive,0.56,Murašȗ,<30
1239,tattannu / iqiš-ša,Babylonian,b,b,5,Positive,0.6,Murašȗ,<6
1240,belet-ibašši / reme-šukun,Babylonian,b,b,5,Positive,0.6,Murašȗ,<6
1241,Erīb-Enlil / Ninurta-ērīš,Babylonian,b,b,5,Positive,0.6,Murašȗ,<6
1242,nidintu-Šamaš / bunene-ibni,Babylonian,b,b,5,Positive,0.6,Murašȗ,<6
1243,Ninurta-aḫḫe-bulliṭ / apla,Babylonian,b,b,5,Positive,0.6,Murašȗ,<6
1244,Šamaš-uballiṭ / tiriama,Babylonian,b,n,11,Positive,0.64,Murašȗ,<30
1245,bel-šunu / mannuakinana,Babylonian,b,b,6,Positive,0.67,Murašȗ,<30
1246,Nanâ-ēriš / Ninurta-iddin,Babylonian,b,b,6,Positive,0.67,Murašȗ,<30
1247,ribat / niqud,Babylonian,b,b,11,Positive,0.82,Murašȗ,<30
1248,Na’id-Ninurta / Lābāši,Babylonian,b,b,1,Positive,1,Murašȗ,1
1249,Enlil-ittannu / Lu-idija,Babylonian,b,b,1,Positive,1,Murašȗ,1
1250,Rēmanni-Bēl / Ṣillaja,Babylonian,b,b,1,Positive,1,Murašȗ,1
1251,Enlil-uballiṭ / labaši,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1252,Tattannu / Anu-zēr-līšir,Babylonian,b,b,3,Positive,1,Murašȗ,<6
1253,labaši / apla,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1254,...-dEN-líl / Ahhē-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1255,Adad-aḫ-iddin / Dadānu,Babylonian,b,x,1,Positive,1,Yahudu,1
1256,Adad-šum-ibni / Nabû-ēṭir-napšāti,Babylonian,b,b,1,Positive,1,Yahudu,1
1257,Addu-gašárialuʾ / lulaʾ-bel,Babylonian,b,x,2,Positive,1,Murašȗ,<6
1258,Aḫ-iddin / Ammâ,Babylonian,b,n,1,Positive,1,Yahudu,1
1259,Aḫ-lūmur / Balāssu,Babylonian,b,b,1,Positive,1,Yahudu,1
1260,aḫu-dannu / ḫašda,Babylonian,b,x,1,Positive,1,Murašȗ,1
1261,Aḫu-likīn / Zēria,Babylonian,b,b,1,Positive,1,Yahudu,1
1262,aḫu-šunu / aḫu-iddin-Marduk,Babylonian,b,b,1,Positive,1,Murašȗ,1
1263,aḫu-šunu / Ninurta-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1264,aḫu-šunu / Šamaš-zeru-ibni,Babylonian,b,b,1,Positive,1,Murašȗ,1
1265,aḫu-ti' / xxx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1266,Aḫūšunu / Mār-Esagil-lūmur,Babylonian,b,b,1,Positive,1,Yahudu,1
1267,Aḫūšunu / Nergal-ab-uṣur,Babylonian,b,b,1,Positive,1,Yahudu,1
1268,Aḫūšunu / Rīmūt,Babylonian,b,b,1,Positive,1,Yahudu,1
1269,Amēl-Banītu / Amurru-mukīn-zēri,Babylonian,b,b,1,Positive,1,Yahudu,1
1270,amel-Enlil / aḫu-šunu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1271,amel-Enlil / silim-Enlil,Babylonian,b,b,1,Positive,1,Murašȗ,1
1272,amel-Enlil / silim-ili,Babylonian,b,b,1,Positive,1,Murašȗ,1
1273,Amēl-Nanâ / Nabû-iddin,Babylonian,b,b,1,Positive,1,Yahudu,1
1274,Amurru-bēl-šamê / Dūrlāia,Babylonian,b,b,1,Positive,1,Yahudu,1
1275,Amurru-nādin-aḫi / Tardia,Babylonian,b,b,1,Positive,1,Yahudu,1
1276,Amurru-nāṣir / Marduk-erība,Babylonian,b,b,1,Positive,1,Yahudu,1
1277,Amurru-šar-uṣur / Nabû-ēṭir,Babylonian,b,b,1,Positive,1,Yahudu,1
1278,Amurru-šum-ibni / Amurru-pirʾu-uṣur,Babylonian,b,b,1,Positive,1,Yahudu,1
1279,Amurru-ušēzib / Adad-saraḫ,Babylonian,b,b,1,Positive,1,Yahudu,1
1280,amurru-ušezib / bel-bulliṭsu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1281,ana-matišu / taqiš,Babylonian,b,b,1,Positive,1,Murašȗ,1
1282,Anu-aḫḫē-iddin / Zabdā,Babylonian,b,n,1,Positive,1,Yahudu,1
1283,Anu-aḫḫē-iqīša / Arad-Innin,Babylonian,b,b,2,Positive,1,Yahudu,<6
1284,Anu-aḫḫē-ušallim / Libluṭ,Babylonian,b,b,1,Positive,1,Yahudu,1
1285,Anu-ana-kussu-šu / nidintu-bel,Babylonian,b,b,1,Positive,1,Murašȗ,1
1286,Anu-ibni / Abdi-Iššar,Babylonian,b,n,1,Positive,1,Yahudu,1
1287,Anu-ibni / Ahhē-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1288,Anu-iddin / nidintu-bel,Babylonian,b,b,1,Positive,1,Murašȗ,1
1289,Anu-ikṣur / Mār-bīti-ēṭir,Babylonian,b,b,1,Positive,1,Yahudu,1
1290,Anu-iqbi / Nabû-zēr-iddin,Babylonian,b,b,1,Positive,1,Yahudu,1
1291,anum-erib / anum-mukin-aplu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1292,anum-zeru-iddin / anum-re'u-šunu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1293,apla / aḫḫe-eršu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1294,apla / Bau-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1295,apla / bel-bulliṭsu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1296,apla / bel-kaṣir,Babylonian,b,b,1,Positive,1,Murašȗ,1
1297,apla / bitta',Babylonian,b,x,1,Positive,1,Murašȗ,1
1298,apla / ili-nadannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1299,apla / labaši,Babylonian,b,b,1,Positive,1,Murašȗ,1
1300,apla / Marduk-bel-šunu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1301,apla / Marduk-iqiš-šá,Babylonian,b,b,1,Positive,1,Murašȗ,1
1302,apla / Nergal,Babylonian,b,b,1,Positive,1,Murašȗ,1
1303,apla / nur-ana-mat-Enlil,Babylonian,b,b,1,Positive,1,Murašȗ,1
1304,apla / ribat,Babylonian,b,b,1,Positive,1,Murašȗ,1
1305,apla / Šamaš-eṭir,Babylonian,b,b,1,Positive,1,Murašȗ,1
1306,apla / silim-Enlil,Babylonian,b,b,1,Positive,1,Murašȗ,1
1307,apla / tiridatu,Babylonian,b,n,1,Positive,1,Murašȗ,1
1308,apla / x-kaṣir,Babylonian,b,b,1,Positive,1,Murašȗ,1
1309,apla / xx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1310,aqaru-a / Enlil-šum-ukin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1311,Aqria / UR.ṬIR-eššu,Babylonian,b,x,1,Positive,1,Yahudu,1
1312,arad-Bau / Šamaš-šarru-uṣur,Babylonian,b,b,1,Positive,1,Murašȗ,1
1313,Arad-Bēl / Nabû-mukīn-apli,Babylonian,b,b,1,Positive,1,Yahudu,1
1314,Arad-Bēl / Rīmūt-il,Babylonian,b,b,1,Positive,1,Yahudu,1
1315,arad-Egalmaḫ / arad-Ninurta,Babylonian,b,b,1,Positive,1,Murašȗ,1
1316,arad-Enlil / bel-nuru-ia,Babylonian,b,x,1,Positive,1,Murašȗ,1
1317,Arad-Enlil / Iddin-Enlil,Babylonian,b,b,1,Positive,1,Murašȗ,1
1318,arad-Enlil / xxir,Babylonian,b,x,1,Positive,1,Murašȗ,1
1319,arad-Gula / labaši,Babylonian,b,b,1,Positive,1,Murašȗ,1
1320,Arad-Gula / Madānu-zēr-ibni,Babylonian,b,b,1,Positive,1,Yahudu,1
1321,arad-gula / siṭunu,Babylonian,b,n,2,Positive,1,Murašȗ,<6
1322,arad-ilu-rabu / Anu-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1323,Arad-Nabû / Erība-Aššur,Babylonian,b,b,1,Positive,1,Yahudu,1
1324,arad-Ninurta / aḫu-lumur,Babylonian,b,b,1,Positive,1,Murašȗ,1
1325,arad-Ninurta / Anu-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1326,arad-Ninurta / Enlil-ittannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1327,arad-Ninurta / eriba,Babylonian,b,b,1,Positive,1,Murašȗ,1
1328,arad-Ninurta / iddin-Enlil,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1329,arad-Ninurta / puda,Babylonian,b,n,1,Positive,1,Murašȗ,1
1330,arad-Ninurta / xx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1331,Arad-Sîn / Innin-zēr-iqîša,Babylonian,b,b,1,Positive,1,Yahudu,1
1332,ardia / mušallim-Enlil,Babylonian,b,b,1,Positive,1,Murašȗ,1
1333,ardia / Sin-eṭir,Babylonian,b,b,1,Positive,1,Murašȗ,1
1334,Ardija / Ṭāb-x-...},Babylonian,b,x,1,Positive,1,Murašȗ,1
1335,aššur-aḫu-iddin / bel-ibukaš,Babylonian,b,b,1,Positive,1,Murašȗ,1
1336,Bāba-ēreš / Aia-aḫī,Babylonian,b,x,2,Positive,1,Yahudu,<6
1337,baga'data' / bel-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1338,bakua / ribat,Babylonian,b,b,1,Positive,1,Murašȗ,1
1339,balaṭa / arad-mullešu,Babylonian,b,b,3,Positive,1,Murašȗ,<6
1340,Balāṭu / Arad-Mullaešu,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1341,balaṭu / Enlil-bana,Babylonian,b,b,1,Positive,1,Murašȗ,1
1342,Balāṭu / Iddinūnu,Babylonian,b,b,1,Positive,1,Yahudu,1
1343,balaṭu / in-ili,Babylonian,b,b,1,Positive,1,Murašȗ,1
1344,Balāṭu / Iššar-tarībi,Babylonian,b,b,1,Positive,1,Yahudu,1
1345,balaṭu / Marduk-eṭir,Babylonian,b,b,1,Positive,1,Murašȗ,1
1346,Balāṭu / Nabû-nāṣir,Babylonian,b,b,2,Positive,1,Yahudu,<6
1347,balaṭu / ṣiḫa',Babylonian,b,b,1,Positive,1,Murašȗ,1
1348,Bani-ina-mālaki / Kiribtu,Babylonian,b,b,1,Positive,1,Yahudu,1
1349,bel-abu-uṣur / aḫu-šunu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1350,bel-abu-uṣur / amburu,Babylonian,b,x,1,Positive,1,Murašȗ,1
1351,bel-abu-uṣur / bel-x,Babylonian,b,x,1,Positive,1,Murašȗ,1
1352,bel-abu-uṣur / raxxx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1353,bel-abu-uṣur / ribat,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1354,bel-abu-uṣur / xari,Babylonian,b,x,1,Positive,1,Murašȗ,1
1355,bel-abu-uṣur / zababa-iddin,Babylonian,b,x,1,Positive,1,Murašȗ,1
1356,Bēl-aḫ-šubši / Rīmūt,Babylonian,b,b,1,Positive,1,Yahudu,1
1357,Bēl-aḫ-uṣur / Nabû-aḫḫē-šullim,Babylonian,b,b,3,Positive,1,Yahudu,<6
1358,Bēl-aḫ… / Nabû-šar-uṣur,Babylonian,b,b,1,Positive,1,Yahudu,1
1359,Bēl-aḫḫē-erība / Rīmūt,Babylonian,b,b,1,Positive,1,Yahudu,1
1360,Bēl-aḫḫē-iddin / Etellu//Šangû-parakki,Babylonian,b,b,1,Positive,1,Yahudu,1
1361,bel-aḫu-ibašši / Ea-bulliṭsu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1362,bel-aḫu-iddin / Enlil-eršu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1363,Bēl-aplu-iddin / Marduk-ēṭir//Irºanni,Babylonian,b,b,1,Positive,1,Yahudu,1
1364,Bēl-aplu-iddin / Šamaš-šum-ukīn,Babylonian,b,b,1,Positive,1,Yahudu,1
1365,bel-aplu-iddin / xxx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1366,bel-aplu-uṣur / bel-eršu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1367,bel-asua / bel-aḫu-ittannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1368,bel-asua / Nabu-aḫu-ittannu,Babylonian,b,b,4,Positive,1,Murašȗ,<6
1369,bel-bulliṭ / bel-šunu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1370,bel-bulliṭ / labaši,Babylonian,b,b,1,Positive,1,Murašȗ,1
1371,bel-bulliṭsu / kiribti,Babylonian,b,b,1,Positive,1,Murašȗ,1
1372,bel-bulliṭsu / Nabu-ultarraḫ,Babylonian,b,b,1,Positive,1,Murašȗ,1
1373,bel-bulliṭsu / talim,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1374,bel-bulliṭsu / xxx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1375,bel-dannu / amel-Enlil,Babylonian,b,b,1,Positive,1,Murašȗ,1
1376,bel-dannu / dadia,Babylonian,b,x,1,Positive,1,Murašȗ,1
1377,bel-danu / bel-bulliṭsu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1378,Bēl-ēreš / Bīt-…,Babylonian,b,x,1,Positive,1,Yahudu,1
1379,Bēl-erība / Tattannu,Babylonian,b,b,1,Positive,1,Yahudu,1
1380,bel-eršu / baga'datu,Babylonian,b,n,1,Positive,1,Murašȗ,1
1381,bel-eršu / bel-bulliṭsu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1382,bel-eršu / tabnea,Babylonian,b,b,1,Positive,1,Murašȗ,1
1383,bel-eṭeri-Šamaš / remut-Ninurta,Babylonian,b,b,1,Positive,1,Murašȗ,1
1384,bel-eṭeri-Šamaš / Šamaš-aḫu-bulliṭ,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1385,Bēl-eṭēru / Gaggū,Babylonian,b,x,1,Positive,1,Murašȗ,1
1386,bel-eṭeru / xxx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1387,bel-eṭeru-Enlil / Enlil-šumu-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1388,bel-eṭir / apla,Babylonian,b,b,1,Positive,1,Murašȗ,1
1389,Bēl-ēṭir / Arad-Gula,Babylonian,b,b,1,Positive,1,Yahudu,1
1390,Bēl-ēṭir / Gūzānu//Naggāru,Babylonian,b,b,1,Positive,1,Yahudu,1
1391,Bēl-ēṭir / Imbia,Babylonian,b,b,1,Positive,1,Yahudu,1
1392,bel-eṭiru / bel-ittannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1393,bel-ibni / kalbi-Bau,Babylonian,b,b,1,Positive,1,Murašȗ,1
1394,bel-idišu / bel-asua,Babylonian,b,b,1,Positive,1,Murašȗ,1
1395,bel-idišu / labaši,Babylonian,b,b,1,Positive,1,Murašȗ,1
1396,bel-iqiš / bel-asua,Babylonian,b,b,1,Positive,1,Murašȗ,1
1397,Bēl-iqīša / Nabû-rēmanni,Babylonian,b,b,1,Positive,1,Yahudu,1
1398,bel-ittannu / arad-esi',Babylonian,b,n,1,Positive,1,Murašȗ,1
1399,bel-ittannu / bel-aplu-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1400,bel-ittannu / iddin-bel,Babylonian,b,b,1,Positive,1,Murašȗ,1
1401,bel-ittannu / ištabuzana',Babylonian,b,n,1,Positive,1,Murašȗ,1
1402,bel-ittannu / laqip,Babylonian,b,b,1,Positive,1,Murašȗ,1
1403,Bēl-ittannu / Nabû-uṣuršu//Abnāia,Babylonian,b,b,1,Positive,1,Yahudu,1
1404,bel-ittannu / Ninurta-ibni,Babylonian,b,b,1,Positive,1,Murašȗ,1
1405,bel-ittannu / šumu-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1406,Bēl-ittannu / Temāʾ,Babylonian,b,x,1,Positive,1,Murašȗ,1
1407,bel-ittannu / uštabuzana',Babylonian,b,n,1,Positive,1,Murašȗ,1
1408,bel-ittannu / x-erib,Babylonian,b,b,1,Positive,1,Murašȗ,1
1409,bel-nadin / aḫu-iddin,Babylonian,b,x,1,Positive,1,Murašȗ,1
1410,bel-nadin / baga'datu,Babylonian,b,n,1,Positive,1,Murašȗ,1
1411,bel-nadin / Nabu-itanni,Babylonian,b,b,1,Positive,1,Murašȗ,1
1412,bel-naṣir / bel-ušezib,Babylonian,b,b,3,Positive,1,Murašȗ,<6
1413,Bēl-nāṣir / Ērišu/Agru,Babylonian,b,b,1,Positive,1,Yahudu,1
1414,bel-naṣir / gubarri,Babylonian,b,n,1,Positive,1,Murašȗ,1
1415,bel-naṣir / xxx,Babylonian,b,x,1,Positive,1,Murašȗ,1
1416,Bēl-šar-uṣur / Nubâ,Babylonian,b,n,3,Positive,1,Yahudu,<6
1417,bel-šarru-uṣur / Marduk-bel-šunu,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1418,Bēl-šum-iškun / Nabû-dajānu,Babylonian,b,b,1,Positive,1,Yahudu,1
1419,bel-šum-lilbir / nadin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1420,bel-šum-uṣur / bel-ittannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1421,bel-šumu-iddin / aḫḫe-iqiš-ša,Babylonian,b,b,1,Positive,1,Murašȗ,1
1422,bel-šumu-iddin / tattannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1423,bel-šumu-iddin / únapaʾ,Babylonian,b,n,1,Positive,1,Murašȗ,1
1424,bel-šunu / apla,Babylonian,b,b,1,Positive,1,Murašȗ,1
1425,bel-šunu / bel-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1426,bel-šunu / biṣa,Babylonian,b,n,1,Positive,1,Murašȗ,1
1427,bel-šunu / deeprada',Babylonian,b,n,1,Positive,1,Murašȗ,1
1428,bel-šunu / Enlil-iqiš-ša,Babylonian,b,b,1,Positive,1,Murašȗ,1
1429,bel-šúnu / Enlil-šumu-iddin,Babylonian,b,b,1,Positive,1,Murašȗ,1
1430,bel-šunu / iddin-Marduk,Babylonian,b,b,1,Positive,1,Murašȗ,1
1431,bel-šunu / iddin-Nabu,Babylonian,b,b,3,Positive,1,Murašȗ,<6
1432,bel-šunu / iddina,Babylonian,b,x,1,Positive,1,Murašȗ,1
1433,bel-šunu / ki'urrada',Babylonian,b,n,1,Positive,1,Murašȗ,1
1434,bel-šúnu / šápi-kalbu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1435,bel-šúnu / tattannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1436,bel-šunu / ubar,Babylonian,b,b,1,Positive,1,Murašȗ,1
1437,bel-šunu / x-aḫu,Babylonian,b,x,1,Positive,1,Murašȗ,1
1438,bel-šunu / xu'rati,Babylonian,b,x,1,Positive,1,Murašȗ,1
1439,Bēl-uballiṭ / Mušēzib-Bēl,Babylonian,b,b,1,Positive,1,Yahudu,1
1440,bel-upaqqa / bel-eṭir,Babylonian,b,b,1,Positive,1,Murašȗ,1
1441,Bēl-ušallim / Nabû-šibba,Babylonian,b,n,1,Positive,1,Yahudu,1
1442,Bēl-zēr-ibni / Abī-ul-īde,Babylonian,b,b,1,Positive,1,Yahudu,1
1443,Bēl-zēr-ibni / Rīmūt,Babylonian,b,b,1,Positive,1,Yahudu,1
1444,Bēl-zēr-iddin / Arad-Bēl,Babylonian,b,b,1,Positive,1,Yahudu,1
1445,bel-zeru-ibni / aššur-iddin,Babylonian,b,b,2,Positive,1,Murašȗ,<6
1446,bel-zeru-iddin / iši-amurru,Babylonian,b,x,1,Positive,1,Murašȗ,1
1447,Bēlet-ēreš / Ahu-ṭāb,Babylonian,b,b,1,Positive,1,Yahudu,1
1448,Bēlet-ēreš / Kaššâ,Babylonian,b,b,1,Positive,1,Yahudu,1
1449,Bēlet-ēreš / Nabû-balāssu-iqbi,Babylonian,b,b,1,Positive,1,Yahudu,1
1450,Bēlet-ušallim / Bēl-ēṭir,Babylonian,b,b,1,Positive,1,Yahudu,1
1451,Bēlšunu / Adad-šēzib,Babylonian,b,x,1,Positive,1,Yahudu,1
1452,Bēlšunu / Bēl-ittannu,Babylonian,b,b,1,Positive,1,Murašȗ,1
1453,Bēlšunu / Širkaʾ,Babylonian,b,b,1,Positive,1,Murašȗ,1
1454,Bulluṭâ / Mušēzib-Nabû,Babylonian,b,b,1,Positive,1,Yahudu,1
1455,Bulluṭâ / Qūs-raḫā,Babylonian,b,n,1,Positive,1,Yahudu,1
1456,Bulluṭu / Bēl-zēr-ibni,Babylonian,b,b,1,Positive,1,Yahudu,1
1457,Bulṭâ / Bīt-il-naʾid,Babylonian,b,n,1,Positive,1,Yahudu,1
1458,Bunene-ibni / Bēl-kalamu,Babylonian,b,b,1,Positive,1,Yahudu,1
